# Per-number, per-year: which draws within the year the number appeared
# draw_in_year is 0-indexed within each year
number	year	draw_in_year
3	2017	3	8	11	15	18	33	51	53	69	74	80	86	87	95	98
3	2018	2	4	5	6	8	14	23	34	36	39	44	46	54	65	68	70	74	78	81	89	91	98
3	2019	9	23	25	43	44	54	55	61	64	69	72	78
3	2020	2	6	14	17	39	66	69	96	97	98
3	2021	6	8	19	28	44
3	2022	7	8	14	17	23	33	35	40	57	70	74	78	98	100
3	2023	20	21	30	32	41	53	59	70	74	80	83	92	93	94
3	2024	1	2	9	26	29	36	42	47	52	62	64	70	93	101
3	2025	0	5	24	38	40	47	67	72	98	104
3	2026	0	12
4	2000	1	6	11	18	34	37	47	48	50
4	2001	2	3	14	15	26	28	36	47	71	72	74	84	85	88	91	97
4	2002	2	16	17	19	22	25	30	32	36	40	54	60	62	65	76	78
4	2003	13	18	30	31	55	65	70	71	82	83	87	91	95	102	104
4	2004	11	19	27	29	36	42	52	53	54	70	97	103
4	2005	6	7	21	22	32	54	57	61	84	89	92
4	2006	2	6	13	18	22	25	29	50	58	62	65	67	95	99	100
4	2007	0	2	11	17	39	44	50	56	57	61	63	85
4	2008	3	7	10	17	22	34	48	55	60	61	62	64	67	75	79	82	86	88	89	92	101
4	2009	4	21	24	29	46	53	61	70	75	87	92	98
4	2010	9	16	24	46	58	64	68	69	74	75	76	77	88	92	94	100
4	2011	17	30	42	45	49	50	61	71	73	95	98
4	2012	6	14	17	22	28	34	57	70	77	95	99
4	2013	6	8	9	12	17	21	36	38	74	83	97	101	102
4	2014	11	14	20	26	31	54	76	79	86	87	92	96	101
4	2015	19	22	31	40	41	46	58	60	73	83	84	88
4	2016	22	28	51	52	53	76	93	102	103
4	2017	3	15	19	21	22	33	34	45	48	77	82	83	101
4	2018	7	29	30	32	39	46	47	69	77	86	88	90	100	103
4	2019	1	3	22	28	29	34	47	48	81	83	91	99	101
4	2020	23	25	26	33	35	41	42	59	63	79
4	2021	7	9	11	13	15	29	38	44	49
4	2022	1	10	35	40	42	43	45	50	54	77	84	90	92	96	97	103	104
4	2023	5	14	26	37	43	49	56	61	64	84	92	100	101	103
4	2024	16	23	48	58	59	67	76	78	82	99
4	2025	14	18	33	39	40	48	57	58	62	66	71	82	84	92
4	2026	2	5
5	2000	8	9	11	14	19	30	43	51	56
5	2001	10	14	21	48	87	96
5	2002	12	19	24	27	41	42	47	51	61	65	84	87
5	2003	4	28	30	32	35	47	50	55	56	68	70	78	92	93	94	99	100
5	2004	0	3	5	14	15	28	37	40	45	62	65	67	74	76	87	90	91	101	103
5	2005	2	3	18	22	26	33	49	50	54	70	80	86	88	94
5	2006	0	2	7	10	13	21	29	34	35	46	49	55	56	57	63	65	70	73	98
5	2007	1	9	19	20	26	51	89
5	2008	17	21	27	29	34	51	80	81	90	97
5	2009	5	9	20	27	30	53	56	64	72	73	84	97	101
5	2010	7	12	29	31	38	44	66	71	75	78	87	93	98
5	2011	5	12	21	23	36	73	76	82	98	104
5	2012	35	41	50	65	82	91
5	2013	8	11	14	16	22	27	35	42	46	49	66	90	99	101
5	2014	3	17	18	25	40	43	55	57	62	65	92	93	99
5	2015	2	22	30	46	53	56	73	80	87
5	2016	15	25	30	31	38	40	42	44	45	51	58	59	79	86	96
5	2017	0	5	14	25	34	57	63	68	69	91	99
5	2018	1	3	6	9	17	18	34	35	52	53	56	63	74	77	84
5	2019	0	4	10	12	14	26	36	57	59	67	69	76	82	93	95
5	2020	13	16	28	34	36	43	50	64	76	78	81	96	99
5	2021	1	12	18	21	22	25	34	49
5	2022	4	6	15	17	22	28	36	41	61	69	86	98
5	2023	7	15	18	21	39	50	64	85
5	2024	1	19	21	25	37	42	45	46	56	57	58	63	68	71	72	78	79	81	82	85	96	102
5	2025	12	26	32	36	38	41	69	82	86	104
5	2026	5	18
6	2000	1	19	25	46	53
6	2001	3	6	18	30	45	46	49	51	55	58	59	61	65	68	69	71	79
6	2002	10	12	31	33	45	51	53	77	81	90	96	97	99	102
6	2003	1	5	7	13	20	32	46	59	64	67	84	102	104
6	2004	16	20	27	35	46	51	55	60	66	72	75	82	83	99
6	2005	3	4	9	13	20	21	27	31	33	36	42	44	45	71	80	96
6	2006	5	10	13	14	25	36	50	51	54	69	78	81	87	88	96	98
6	2007	2	10	21	22	27	31	46	54	59	63	74	75	79	86	88
6	2008	7	8	9	10	13	18	19	23	41	53	75	87	99	104
6	2009	0	1	2	17	31	32	39	46	55	58	87	91	96
6	2010	0	4	11	15	16	22	41	53	62	63	68	70	101
6	2011	5	7	9	15	19	29	32	35	47	48	53	72	76	84	86	87	89	102	103
6	2012	3	4	6	8	16	28	30	31	48	52	53	55	69	73	83	84	88	95
6	2013	2	12	13	14	16	18	31	36	40	46	47	60	61	67	89	99	103
6	2014	0	4	26	28	34	40	46	47	48	50	52	53	57	61	62	71	75	80	88	93	101
6	2015	7	11	18	21	24	34	35	40	48	63	72	76	84	94	96	98
6	2016	27	33	41	44	46	50	52	59	60	62	64	67	72	79	89	90	92	100
6	2017	7	26	40	44	45	47	48	64	80	90	99
6	2018	3	8	12	14	16	32	46	48	49	57	61	64	66	71	86	87	91	95	97
6	2019	4	5	6	13	31	40	41	44	47	65	87	100
6	2020	15	24	39	48	53	58	61	68	74	75	80	83	98
6	2021	3	6	13	35	36	42	43	44	52
6	2022	1	16	21	25	44	58	64	70	74	76
6	2023	3	6	8	14	26	39	40	43	48	55	70	87	102
6	2024	3	4	17	29	34	53	69	77	90	97	100	101
6	2025	1	15	21	54	57	59	63	75	80	82	90	91	99	100
6	2026	16
7	2000	10	15	17	39	53	56
7	2001	6	31	33	37	65	80	82	87	88	93	94
7	2002	8	11	15	18	21	27	31	41	42	43	49	52	61	65	76	80	81	86	87	91	95
7	2003	20	21	37	54	59	62	67	69	77	81	103
7	2004	37	55	62	65	76	82	83	85	89	92	93	98
7	2005	5	10	16	19	22	24	25	32	35	42	51	61	62	67	71	88	97	98	103
7	2006	8	14	17	44	46	52	61	73	81	85	90	97
7	2007	10	12	17	26	28	32	39	48	60	61	62	68	84	94	100
7	2008	0	5	8	12	13	21	43	44	45	51	53	70	74	75	95	97
7	2009	3	5	8	15	18	28	33	35	47	69	86	96	100	102
7	2010	4	7	32	47	51	54	56	63	83	97	98
7	2011	6	18	52	57	66	84	88	90
7	2012	3	4	8	15	21	28	31	51	66	69	70	75	87	91
7	2013	2	3	10	25	27	32	35	37	42	46	51	52	76	84	93	98
7	2014	10	13	20	22	23	25	33	38	41	50	62	67	73	79	95
7	2015	6	8	18	24	25	32	33	34	36	37	60	61	62	79	86	100
7	2016	5	16	18	47	59	69	71	78	82	86
7	2017	12	14	18	20	26	27	37	48	52	68	81	82	87	88	89	97
7	2018	21	30	40	57	59	66	72	81	82	98
7	2019	2	6	8	26	76	83	84	88	92	103
7	2020	0	1	9	14	20	34	49	69	76	84	86	99
7	2021	0	5	8	32	38	40	46
7	2022	1	6	13	15	29	30	49	52	58	64	67	68	75	80	90	102
7	2023	13	17	28	29	35	40	41	54	58	60	67	85	99
7	2024	2	14	22	27	28	31	50	86	92	94	95	102	103
7	2025	0	8	32	49	51	59	70	80	82	86	87	92	102	103	104
7	2026	2	6	10	22
8	2000	11	27	46	49
8	2001	1	41	43	44	48	54	77	83	103
8	2002	5	13	24	25	26	33	34	40	49	59	73	75	90	97
8	2003	10	11	15	30	33	42	53	60	68	71	80	84	88	93	95
8	2004	19	23	34	38	41	49	51	55	61	65	87	89	93	96
8	2005	5	18	26	34	48	63	69	74	102
8	2006	29	50	65	78	82	91
8	2007	3	6	8	12	15	27	33	36	50	53	59	65	69	85	90	94
8	2008	4	28	32	33	35	38	39	44	57	65	69	70	74	96
8	2009	5	19	20	36	39	57	63	64	66	69	76	87	91	92	96	99
8	2010	9	28	64	82	84	89	90	93	94
8	2011	3	5	8	13	37	41	46	51	58	60	61	63	70	81	83	84	91	99
8	2012	2	10	20	30	35	51	58	72	73	79	83	86	87	98
8	2013	4	6	40	53	58	64	75
8	2014	0	3	13	16	25	61	72	88	89	94	99
8	2015	4	7	19	41	43	47	68	74	90	103
8	2016	17	32	48	49	52	68	70	75	86
8	2017	25	55	69	71	86	100
8	2018	8	14	19	25	44	58	62	63	67	74	85	95	101
8	2019	2	15	19	31	42	51	56	63	72	79
8	2020	4	9	17	39	55	57	61	62	65	72	73	75	78	79	85	90
8	2021	4	19	26	28	29	39	45
8	2022	7	19	21	30	39	52	60	62	71	75	80
8	2023	4	10	16	17	55	70	81	86	90	101
8	2024	3	5	10	13	14	17	18	28	33	40	41	43	49	56	57	60	64	71	80	83	85	87	93	101
8	2025	9	14	15	34	42	53	63	68	70	73	77	88	102
8	2026	0	8	11	14
9	2000	7	18	21	22	28	29	38	49
9	2001	6	17	23	27	29	32	39	44	60	70	79	81
9	2002	13	22	28	29	39	52	62	63	66	82	95	96	97	98
9	2003	3	7	22	27	32	36	37	51	54	64	70	78	86	96	98	102
9	2004	2	6	14	23	34	58	60	71	79	98	102
9	2005	8	14	17	22	31	36	46	63	65	68	76	78	82	84	85	100	101
9	2006	15	18	19	20	21	22	26	31	37	53	61	66	73	95	102
9	2007	4	18	21	39	40	55	70	77	81	91	96	101
9	2008	1	9	16	19	20	27	30	37	41	42	51	52	54	78	80	89	95
9	2009	3	8	29	41	43	49	56	59	62	76	88
9	2010	5	11	17	23	43	46	65	67	75	77	84	87	99	102
9	2011	10	17	20	27	29	38	54	62	72	78	92
9	2012	20	43	44	55	73	81	90	92
9	2013	23	30	34	52	63	64	79	80	82	85	87	91	92	97	103
9	2014	10	16	37	39	58	60	67	77	86	89	98
9	2015	33	34	55	64	82	86	91	99	102
9	2016	4	21	23	25	33	41	42	88	90
9	2017	5	7	15	23	24	25	36	42	64	68	74	81	91	94	98
9	2018	9	28	29	33	36	58	70	77	78	81	82	90
9	2019	3	13	18	22	26	32	57	65	67	71	82	89
9	2020	7	17	19	27	32	37	40	54	70	81
9	2021	7	13	20	25	30	36	43	47	48
9	2022	6	20	43	52	73	79	86	87	91
9	2023	11	14	21	33	35	40	54	66	76	83	89	102
9	2024	4	6	22	30	35	38	40	43	46	49	55	56	62	64	66	72	74	76	82	87	99	102
9	2025	2	6	9	10	22	33	36	46	61	64	67	76	78	86	91	94
9	2026	2	7	9	11	12	14	15
10	2000	3	7	37	39	42	47
10	2001	10	14	19	25	39	61	62	64	74	81	88	95
10	2002	11	23	33	49	59	63	77	95
10	2003	12	16	17	31	39	40	48	50	53	56	88	90	92
10	2004	1	22	26	27	43	56	57	72	83	86	95	100
10	2005	3	11	13	45	55	57	61	64	65	73	81	100
10	2006	3	11	15	20	23	24	27	34	39	43	47	52	72	77	86	88	100
10	2007	1	6	8	21	28	38	40	49	50	55	81	88	94	96	98	101
10	2008	0	1	3	6	7	11	24	25	30	31	35	40	55	59	67	72	83
10	2009	0	5	9	15	22	30	33	44	47	59	79	81	83	89	90	93	103
10	2010	7	9	10	14	20	24	30	34	38	55	94	102
10	2011	22	34	38	43	51	52	71	72	75	77	81	83	93	96	98
10	2012	9	19	27	42	45	53	55	76	81	82	92	98	102
10	2013	3	18	21	22	29	33	46	49	73	83	86	103
10	2014	12	19	22	23	34	42	52	53	60	65	67	91	96	101	103
10	2015	1	19	51	61	63	75	82	94	95	100
10	2016	2	9	10	16	17	18	19	22	23	26	37	39	41	50	55	65	95
10	2017	4	28	62	65	75	81	82	83
10	2018	0	30	32	41	43	46	52	63	76
10	2019	10	13	21	24	36	37	49	55	63	68	92
10	2020	3	11	12	17	35	59	61	65	68	77	88	89	92
10	2021	17	20	25	38	41	44	49	50	52
10	2022	0	3	14	18	31	39	42	55	63	76	79	95	96	99
10	2023	1	23	36	59	65	66	81	83	84	91	95	98
10	2024	6	19	20	25	29	35	38	40	43	44	45	46	55	61	70	73	79	84
10	2025	3	7	14	27	30	41	51	55	65	80	89	103
10	2026	5	13	21
11	2000	6	8	13	15	27	39	43	50	52	54	55
11	2001	4	22	23	29	39	53	56	64	66	78	83	86	103
11	2002	3	7	12	14	18	31	34	43	45	50	57	58	64	75	79	82	95	98	101
11	2003	0	10	16	28	37	44	50	63	73	75	79	86	99	100
11	2004	15	23	36	45	47	53	57	70	78	80	81
11	2005	1	10	28	47	53	67	77	79	84	86	103
11	2006	0	12	17	30	42	58	84	101
11	2007	1	6	10	15	21	22	24	48	53	55	63	65	67	75	76	87
11	2008	3	6	13	23	30	37	53	54	69	77	78	79	80	93	101	103
11	2009	8	26	31	32	41	45	51	52	58	74	78	89	90	99	102
11	2010	5	8	12	30	35	38	41	55	56	69	71	79	80	86	89	102
11	2011	8	10	13	22	23	38	43	53	54	57	59	60	62	65	97	104
11	2012	2	3	11	15	16	33	41	49	54	66	74	83	85	90	94	98	101	103
11	2013	3	4	12	33	35	36	53	54	56	57	59	62	74	80	94
11	2014	5	16	25	37	46	47	60	61	63	71	73	83	93	94	98
11	2015	2	4	5	28	31	32	39	41	42	51	54	79	88
11	2016	21	31	35	50	63	71	72	75	77	85	98	102
11	2017	4	5	23	28	31	67	72	78	79	82	89	93	96	101	103
11	2018	5	32	33	59	62	81
11	2019	12	13	14	16	30	32	39	44	48	49	71	83	85	86	88	93	97
11	2020	2	13	14	15	19	21	24	30	31	33	35	39	41	46	49	50	57	58	71	85	88	92	96
11	2021	22	23	33	39	42
11	2022	15	35	44	45	46	47	55	61	69	71	73	82	86	91	94
11	2023	1	6	11	55	75	79	98
11	2024	5	8	18	20	27	42	44	46	49	51	69	75	76	91
11	2025	7	9	17	21	23	32	41	51	64	69	77	79	90	98	99
11	2026	0	7	9	10
12	2000	0	5	10
12	2001	1	4	7	9	13	26	28	34	51	54	56	58	65	71	73	75	101
12	2002	1	7	52	58	60	72	77	81	93	101
12	2003	3	10	13	19	36	43	48	61	63	65
12	2004	1	6	21	29	35	41	46	53	63	64	68	72	75	81	100
12	2005	47	52	60	61	69	90	94
12	2006	0	4	10	19	23	32	33	37	46	51	61	66	78	84	92	97
12	2007	4	38	44	48	79	85	89	95	102	103
12	2008	8	15	18	19	37	43	52	54	59	79	88	93	95	98	100
12	2009	4	6	27	54	66	70	71	93	95
12	2010	4	11	15	26	32	35	40	71	75	76	80	85	86	89
12	2011	3	4	14	28	34	36	58	59	63	74	90	95	102
12	2012	14	27	52	62	64	76	82	93
12	2013	6	7	19	34	45	71	72	79	86	87	88	89	90	93	100
12	2014	8	20	21	28	32	45	47	49	60	82	84	99
12	2015	5	10	21	26	41	45	47	53	68	70	74	79	87	92	95	96
12	2016	1	5	7	47	48	63	87	95
12	2017	1	11	16	19	21	29	31	34	58	70	91	95	97	103
12	2018	25	27	31	34	38	69	73	97	100
12	2019	4	5	14	19	27	41	49	66	75	80	82	94	96	103
12	2020	5	7	9	27	38	67	75	84	95	99
12	2021	2	4	10	11	32
12	2022	23	25	66	72	76	77	88	90
12	2023	3	6	11	15	29	37	41	45	46	48	67	75	88	99	101
12	2024	32	42	48	54	61	67	79	94
12	2025	5	12	15	16	24	27	31	36	39	41	48	49	57	78	79	91	98	101
12	2026	0	4
13	2000	9	15	25	30	43	54	55
13	2001	0	7	13	32	40	41	43	50	58
13	2002	0	3	8	22	26	28	30	38	48	52	53	63	68	84	91	99	103
13	2003	7	21	29	36	37	48	51	74	88
13	2004	2	15	25	29	32	37	39	46	49	58	59	67	81	95	99	102
13	2005	32	46	87	104
13	2006	0	4	6	8	30	45	49	59	71	76	89	94	102
13	2007	14	15	16	31	32	35	43	58	62	64	80	87	93	98	99	102
13	2008	11	15	31	38	50	80	81	84	99	103
13	2009	10	11	19	22	25	34	40	44	59	61	68	86	97
13	2010	3	8	18	26	29	31	40	48	51	52	61	63	71	82	85	90	96
13	2011	4	11	18	19	25	31	39	40	43	64	78	88	94	103
13	2012	4	10	13	20	37	43	49	58	62	78	80	86	102
13	2013	24	43	52	65	75	86	88	89	96
13	2014	17	18	29	32	41	42	43	50	60	77	89	91
13	2015	10	23	36	53	62	70	99	101
13	2016	2	14	15	19	25	29	31	38	39	46	47	60	82	89	91	97
13	2017	0	4	8	12	40	49	50	81	82	95	100
13	2018	4	9	20	26	38	44	45	50	53	64	70	72	83	84	86	89	96
13	2019	0	4	8	16	26	33	38	45	50	60	77	96	97	101
13	2020	0	1	10	22	29	32	48	56	69	77	91	93	96	99
13	2021	2	11	17	24
13	2022	0	6	12	25	32	58	61	72	76	77	86	92	104
13	2023	31	33	51	66	70	90
13	2024	4	24	27	28	32	53	60	66	95	103
13	2025	4	11	19	22	30	32	33	43	44	45	52	58	64	67	69	75	81	82	91	95	98	100
13	2026	2	15	21
14	2000	9	17	29	47
14	2001	8	24	25	33	34	51	63	89	92
14	2002	37	42	48	52	56	62	75	84	91	102
14	2003	0	6	16	17	19	25	26	29	32	35	41	51	52	65	78	90	100	102
14	2004	2	6	10	14	42	47	49	65	75	77	97
14	2005	2	5	8	25	27	38	47	55	58	75	78	80	87
14	2006	3	4	11	14	20	41	50	63	72	75	86	87
14	2007	4	13	14	15	16	30	42	57	59	60	66	71	74	78	84	93
14	2008	9	26	33	64	71	82	92	98
14	2009	0	6	8	14	23	33	40	50	54	55	66	74	87	92	100
14	2010	1	6	24	25	27	45	48	51	64	65	88	97	99	103
14	2011	0	6	11	14	19	27	35	48	53	56	64	77	89	91	99
14	2012	14	15	22	34	35	64	76	82	84
14	2013	4	10	12	17	18	19	32	42	47	52	62	76	81	83
14	2014	3	27	35	59	68	69	75	82	87	90	91	96	102
14	2015	10	27	29	30	36	38	40	41	52	64	75	89	93	103
14	2016	3	5	7	30	34	35	55	64	67	70	80
14	2017	1	5	6	10	28	59	61	69	71	87	88	98	103
14	2018	1	3	56	65	73	80	89	93	103
14	2019	2	21	33	54	68	75	98	101
14	2020	5	18	47	49	51	56	62	80	91
14	2021	5	21	28	30	46	51	52
14	2022	0	24	26	30	34	36	71	84	90	97	103
14	2023	7	10	16	30	33	34	36	53	64	72	79	83	90
14	2024	0	1	7	9	61	63	71	73	81	88	91	96	98	99
14	2025	10	20	26	29	43	46	61	76	77	78	84
15	2000	3	7	15	16	27	50	51
15	2001	2	9	19	25	39	40	45	46	67	81	89	90	98
15	2002	23	32	39	66	85
15	2003	24	38	41	56	57	58	61	67	71	80	83	98
15	2004	0	7	21	44	51	80	87	91	97	101
15	2005	11	29	43	59	69	82	93
15	2006	14	18	28	35	74	88	102
15	2007	7	20	24	25	28	33	35	36	54	76	80	84	87	89	91
15	2008	6	49	53	56	57	58	59	66	68	71	84	96	97	98
15	2009	7	10	13	16	33	38	43	52	61	63	67	80	100
15	2010	5	10	12	20	23	58	66	78	80	83	86	95	103
15	2011	9	18	20	45	56	69	79	83	85	90	101
15	2012	2	9	12	19	27	34	36	41	45	50	61	64	66	80	83	91	97	98
15	2013	3	12	18	29	34	46	58	66	87	90	97
15	2014	5	8	12	52	58	63	65	68	83	104
15	2015	5	20	28	38	44	47	61	63	72	76	81	89	102
15	2016	5	16	22	30	32	38	52	61	73	76	77	85	92
15	2017	7	20	22	39	51	58	63	75	78	83	86
15	2018	0	5	10	13	16	25	27	31	42	44	66	67	70	88	93
15	2019	0	15	20	24	36	37	41	43	62	64	76	87
15	2020	26	31	54	66	78	95	96
15	2021	1	5	6	10	13	16	18	32	34	38	42	46	51
15	2022	0	7	8	15	17	23	41	56	67	76	80	83	87
15	2023	23	26	34	46	47	57	72	82	96
15	2024	10	32	40	41	45	51	62	64	80	81	91	92	97	98
15	2025	0	10	29	38	39	54	58	72	73	75	93	97
15	2026	1	5	13	17
16	2000	14	16	18	21	26	31	32	36
16	2001	8	13	16	36	38	42	51	68	89
16	2002	5	26	28	37	44	47	53	60	67	71	81	85	93
16	2003	22	24	25	26	31	51	70	71	79	80	89	96
16	2004	0	8	9	22	26	45	52	72	88	100	101
16	2005	12	16	18	19	21	31	51	53	59	63	65	74	87	90	91	99
16	2006	2	24	32	60	73	101	103
16	2007	10	11	17	38	46	51	52	68	85	94
16	2008	4	6	18	36	40	46	61	63	66	79	89	90	96	100	103
16	2009	6	37	41	60	71	78	80	83	85	91	96	102	103
16	2010	6	9	19	30	34	36	41	59	65	69	77	81	91	97	98	100
16	2011	14	15	22	23	26	29	32	33	46	52	59	63	65	72	82	90	97
16	2012	7	15	28	36	38	54	59	65	67	69	74
16	2013	10	16	23	26	34	38	39	47	54	62	72	84	90	92
16	2014	1	5	10	12	18	19	29	40	41	42	68	74	77	82	97	100
16	2015	17	18	23	25	38	44	48	49	60	65	67	68	69	76	77
16	2016	6	7	10	14	17	23	32	36	53	67	83	96
16	2017	9	18	20	35	45	47	66	70	72	78	89	94	97
16	2018	3	12	23	40	41	45	51	66	67	77	83	86	102
16	2019	1	7	34	36	40	59	63	73	75	84	91	99
16	2020	6	10	19	35	45	55	79	81	82	89	92
16	2021	0	2	10	20	32	50
16	2022	0	3	11	13	16	21	24	31	59	62	64	68	71	73	81	85	87	89	97	104
16	2023	23	27	30	34	40	45	52	62	80	82	87	97
16	2024	21	22	25	30	44	47	51	62	70	77	85	94
16	2025	5	8	11	24	28	36	49	71	76	85	89	95
16	2026	0	9	18
17	2000	7	13	27	44	51	56
17	2001	1	18	30	36	46	47	50	52	61	62	76	78	88
17	2002	12	16	23	27	46	54	71	81	87	99	102	103
17	2003	1	5	16	19	23	26	28	33	34	49	58	60	62	65	72	76	77	103
17	2004	3	7	10	11	19	41	43	52	61	69	72	74	91	96
17	2005	4	10	50	52	66	72	74	87	91	96
17	2006	1	5	6	12	15	17	21	24	27	32	40	43	46	59	72	73	77	83	95
17	2007	18	27	28	37	41	48	50	60	62	63	83	102
17	2008	1	24	43	45	56	62	74	84	92	98
17	2009	2	8	12	21	25	28	34	42	66	74	95
17	2010	1	4	8	13	17	30	35	42	46	53	54	57	63	75	78	88	90	92
17	2011	9	24	30	42	44	69	70	78	86	101	104
17	2012	24	33	34	36	44	45	47	48	67	90
17	2013	9	15	17	21	22	27	41	52	53	56	63	65	70	78	99	101
17	2014	9	10	13	27	43	47	55	56	71	88	95	100
17	2015	0	1	30	52	56	58	74	81	83	86	88	92	103
17	2016	11	17	26	29	32	42	48	59	63	79	98
17	2017	1	6	13	19	42	44	50	53	56	72	76	78	80	93	95	98	102
17	2018	11	21	32	35	49	50	68	75
17	2019	0	45	59	60	68	69	72	79	82	85	87	90	102
17	2020	0	8	27	33	37	38	41	46	53	58	86	92
17	2021	10	19	24	27	31	39	49
17	2022	2	5	8	10	12	22	28	33	46	56	65	79	87	98	103
17	2023	2	10	19	20	44	46	55	65	75	77	100	101	102
17	2024	12	18	31	50	54	55	77	87	88	93
17	2025	16	37	45	52	59	61	62	72	81	85	98
17	2026	17	19
18	2000	26	31	37	38	54
18	2001	6	31	49	55	59	72	85	86	96	101
18	2002	9	10	23	28	29	43	49	58	61	64	71	78	94
18	2003	1	7	13	17	25	57	59	64	70	71	73	78	87	92	96
18	2004	7	16	30	40	42	50	63	83	92	94
18	2005	10	23	26	30	33	34	37	39	46	47	48	51	55	66	86	93	101
18	2006	4	13	15	29	30	34	48	51	58	98
18	2007	7	9	19	42	43	47	59	88	99
18	2008	14	16	18	38	68	81	84	99
18	2009	2	14	32	34	42	43	48	51	84	93	98	99	100
18	2010	4	18	19	27	29	43	49	66	85	88	91	96	97	101
18	2011	0	16	21	25	32	46	54	58	65	76	77	82	95	103
18	2012	0	4	8	37	61	70	84
18	2013	0	4	48	55	57	85	98	100
18	2014	6	9	11	12	14	30	51	52	54	67	69	70	71	92	99
18	2015	6	14	34	46	52	55	56	57	59	69	75	78	83	84	85	101
18	2016	3	8	9	12	53	56	57	59	70	71	75	76	85	97	102
